"congno","sticpsr","cd","stalpha","occup","score1","score2","year","stgj","po","dv","dvp","redist","i2","demqa","i1","demqal","nstate","dpvote","normvote","dvfix","dvpfix"
80,41,1,"ALABAMA","0",-0.101,0.279,48,1,0,NA,NA,0,1,1,1,1,"Alabama",NA,NA,NA,NA
80,41,2,"ALABAMA","0",-0.127,0.364,48,1,0,NA,NA,0,1,1,1,1,"Alabama",NA,NA,NA,NA
80,41,3,"ALABAMA","0",-0.098,0.485,48,1,0,NA,NA,0,1,1,1,1,"Alabama",NA,NA,NA,NA
80,41,4,"ALABAMA","0",-0.177,0.424,48,1,0,0.85,0.881,0,1,1,1,1,"Alabama",NA,NA,0.822,0.861
80,41,5,"ALABAMA","0",-0.256,0.281,48,1,0,NA,NA,0,1,1,1,1,"Alabama",NA,NA,NA,NA
80,41,6,"ALABAMA","0",-0.235,0.333,48,1,0,0.824,NA,0,0,1,1,1,"Alabama",NA,NA,0.824,NA
80,41,7,"ALABAMA","0",-0.15,0.379,48,1,0,NA,0.727,0,0,NA,1,1,"Alabama",NA,NA,NA,0.707
80,41,8,"ALABAMA","0",-0.3,0.32,48,1,0,0.884,0.924,0,0,1,1,1,"Alabama",NA,NA,0.884,0.904
80,41,9,"ALABAMA","0",-0.191,0.313,48,1,0,0.871,0.941,0,1,1,0,NA,"Alabama",NA,NA,0.843,0.941
80,42,1,"ARKANSA","0",0.022,0.368,48,4,0,NA,NA,1,1,1,1,1,"Arkansas",NA,NA,NA,NA
80,42,2,"ARKANSA","0",-0.151,0.392,48,4,0,NA,NA,0,1,1,1,1,"Arkansas",NA,NA,NA,NA
80,42,3,"ARKANSA","0",-0.295,0.287,48,4,0,0.686,NA,0,1,1,1,1,"Arkansas",NA,NA,0.658,NA
80,42,4,"ARKANSA","0",0.068,0.475,48,4,0,0.878,NA,0,0,1,1,1,"Arkansas",NA,NA,0.878,NA
80,42,5,"ARKANSA","0",-0.258,0.206,48,4,0,0.87,0.852,0,1,1,1,1,"Arkansas",NA,NA,0.842,0.832
80,42,6,"ARKANSA","0",-0.009,0.401,48,4,0,NA,NA,0,1,1,1,1,"Arkansas",NA,NA,NA,NA
80,42,7,"ARKANSA","0",-0.111,0.343,48,4,0,NA,NA,0,1,1,1,1,"Arkansas",NA,NA,NA,NA
80,71,1,"CALIFOR","0",-0.14,0.067,48,5,0,0.454,NA,0,0,-1,1,1,"Californ",NA,NA,0.454,NA
80,71,2,"CALIFOR","0",-0.14,-0.03,48,5,0,NA,NA,0,1,1,1,1,"Californ",NA,NA,NA,NA
80,71,3,"CALIFOR","0",0.148,-0.142,48,5,0,NA,NA,0,-1,-1,-1,-1,"Californ",NA,NA,NA,NA
80,71,4,"CALIFOR","0",-0.476,-0.221,48,5,0,0.517,0.529,0,1,1,1,1,"Californ",NA,NA,0.489,0.509
80,71,5,"CALIFOR","0",-0.123,-0.555,48,5,0,NA,NA,0,-1,-1,-1,-1,"Californ",NA,NA,NA,NA
80,71,6,"CALIFOR","0",-0.599,-0.236,48,5,0,NA,NA,0,1,1,1,1,"Californ",NA,NA,NA,NA
80,71,7,"CALIFOR","0",0.321,-0.114,48,5,0,0.486,0.438,0,-1,-1,0,-1,"Californ",NA,NA,0.514,0.438
80,71,8,"CALIFOR","0",0.308,-0.02,48,5,0,NA,NA,0,-1,-1,-1,-1,"Californ",NA,NA,NA,NA
80,71,9,"CALIFOR","0",0.317,-0.089,48,5,0,0.522,0.463,0,-1,-1,-1,-1,"Californ",NA,NA,0.55,0.483
80,71,10,"CALIFOR","0",0.162,0.215,48,5,0,NA,NA,0,0,1,1,1,"Californ",NA,NA,NA,NA
80,71,11,"CALIFOR","0",0.351,-0.098,48,5,0,NA,0.469,0,-1,-1,1,0,"Californ",NA,NA,NA,0.449
80,71,12,"CALIFOR","0",0.233,-0.191,48,5,0,NA,0.433,0,-1,-1,1,1,"Californ",NA,NA,NA,0.413
80,71,13,"CALIFOR","0",0.226,-0.232,48,5,1,0.473,0.482,0,-1,0,1,0,"Californ",NA,NA,0.501,0.462
80,71,14,"CALIFOR","0",-0.604,-0.269,48,5,0,0.668,0.543,0,1,1,1,0,"Californ",NA,NA,0.64,0.523
80,71,15,"CALIFOR","0",0.192,-0.257,48,5,0,NA,NA,0,-1,-1,-1,-1,"Californ",NA,NA,NA,NA
80,71,16,"CALIFOR","0",0.32,-0.161,48,5,1,0.429,0.37,0,-1,0,0,1,"Californ",NA,NA,0.457,0.37
80,71,17,"CALIFOR","0",-0.497,-0.206,48,5,0,NA,NA,0,1,1,1,1,"Californ",NA,NA,NA,NA
80,71,18,"CALIFOR","0",0.34,-0.172,48,5,1,0.544,0.472,0,-1,0,1,1,"Californ",NA,NA,0.572,0.452
80,71,19,"CALIFOR","0",-0.551,-0.189,48,5,1,0.717,NA,0,1,0,1,1,"Californ",NA,NA,0.689,NA
80,71,20,"CALIFOR","0",0.233,-0.191,48,5,0,NA,0.406,0,-1,-1,-1,0,"Californ",NA,NA,NA,0.426
80,71,21,"CALIFOR","0",-0.265,0.02,48,5,0,0.564,0.527,0,1,1,1,1,"Californ",NA,NA,0.536,0.507
80,71,22,"CALIFOR","0",0.541,-0.051,48,5,0,NA,0.379,0,-1,-1,-1,0,"Californ",NA,NA,NA,0.399
80,71,23,"CALIFOR","0",0.339,-0.197,48,5,0,0.564,0.437,0,-1,-1,1,1,"Californ",NA,NA,0.592,0.417
80,62,1,"COLORAD","0",-0.599,-0.172,48,6,0,0.648,0.521,0,1,1,-1,0,"Colorado",NA,NA,0.62,0.541
80,62,2,"COLORAD","0",0.343,-0.029,48,6,0,0.481,0.334,0,-1,-1,-1,-1,"Colorado",NA,NA,0.509,0.354
80,62,3,"COLORAD","0",0.336,-0.076,48,6,1,0.507,0.454,0,-1,0,-1,-1,"Colorado",NA,NA,0.535,0.474
80,62,4,"COLORAD","0",0.333,0.05,48,6,1,0.519,0.413,0,-1,0,-1,-1,"Colorado",NA,NA,0.547,0.433
80,1,1,"CONNECT","0",0.104,-0.295,48,7,1,0.553,0.469,0,-1,0,1,0,"Connecti",NA,NA,0.581,0.449
80,1,2,"CONNECT","0",0.149,-0.381,48,7,1,0.517,0.447,0,-1,0,1,1,"Connecti",NA,NA,0.545,0.427
80,1,3,"CONNECT","0",0.221,-0.466,48,7,1,0.504,0.411,0,-1,0,1,0,"Connecti",NA,NA,0.532,0.391
80,1,4,"CONNECT","0",0.13,-0.369,48,7,0,0.44,0.383,0,-1,-1,0,NA,"Connecti",NA,NA,0.468,0.383
80,1,5,"CONNECT","0",0.279,-0.422,48,7,1,0.481,0.435,0,-1,0,0,NA,"Connecti",NA,NA,0.509,0.435
80,11,1,"DELAWAR","0",0.366,-0.23,48,8,1,0.492,0.436,0,-1,0,1,1,"Delaware",NA,NA,0.52,0.416
80,43,1,"FLORIDA","0",-0.146,0.307,48,9,0,NA,NA,0,1,1,1,1,"Florida",NA,NA,NA,NA
80,43,2,"FLORIDA","0",-0.029,0.358,48,9,0,0.911,NA,0,0,1,1,1,"Florida",NA,NA,0.911,NA
80,43,3,"FLORIDA","0",-0.077,0.388,48,9,0,NA,NA,0,1,1,1,1,"Florida",NA,NA,NA,NA
80,43,4,"FLORIDA","0",-0.167,0.293,48,9,0,0.81,0.719,0,1,1,0,NA,"Florida",NA,NA,0.782,0.719
80,43,5,"FLORIDA","0",-0.092,0.296,48,9,0,0.707,0.613,0,0,1,1,1,"Florida",NA,NA,0.707,0.593
80,43,6,"FLORIDA","0",-0.043,0.369,48,9,0,0.667,0.711,0,1,1,1,1,"Florida",NA,NA,0.639,0.691
80,44,1,"GEORGIA","0",-0.154,0.353,48,10,0,NA,NA,0,1,1,0,1,"Georgia",NA,NA,NA,NA
80,44,2,"GEORGIA","0",0.013,0.432,48,10,0,NA,NA,0,1,1,1,1,"Georgia",NA,NA,NA,NA
80,44,3,"GEORGIA","0",-0.132,0.405,48,10,0,NA,NA,0,1,1,1,1,"Georgia",NA,NA,NA,NA
80,44,4,"GEORGIA","0",-0.167,0.391,48,10,0,NA,NA,0,1,1,1,1,"Georgia",NA,NA,NA,NA
80,44,5,"GEORGIA","0",0.072,0.39,48,10,0,NA,NA,0,1,1,0,1,"Georgia",NA,NA,NA,NA
80,44,6,"GEORGIA","0",-0.197,0.245,48,10,0,NA,NA,0,1,1,1,1,"Georgia",NA,NA,NA,NA
80,44,7,"GEORGIA","0",-0.246,0.24,48,10,0,NA,NA,0,1,1,0,1,"Georgia",NA,NA,NA,NA
80,44,8,"GEORGIA","0",0.059,0.476,48,10,0,NA,NA,0,1,1,0,NA,"Georgia",NA,NA,NA,NA
80,44,9,"GEORGIA","0",0.038,0.528,48,10,0,NA,NA,0,1,1,1,1,"Georgia",NA,NA,NA,NA
80,44,10,"GEORGIA","0",-0.184,0.332,48,10,0,NA,NA,0,1,1,1,1,"Georgia",NA,NA,NA,NA
80,63,1,"IDAHO","0",0.36,-0.098,48,12,1,0.531,0.495,0,-1,0,1,0,"Idaho",NA,NA,0.559,0.475
80,63,2,"IDAHO","0",0.516,-0.076,48,12,0,0.489,0.393,0,-1,-1,0,-1,"Idaho",NA,NA,0.517,0.393
80,21,1,"ILLINOI","0",-0.651,-0.223,48,13,1,0.696,0.568,1,1,0,1,0,"Illinois",NA,NA,0.668,0.548
80,21,2,"ILLINOI","0",0.555,0.008,48,13,1,0.518,0.487,1,-1,0,1,1,"Illinois",NA,NA,0.546,0.467
80,21,3,"ILLINOI","0",0.533,-0.046,48,13,0,0.529,0.428,1,-1,-1,1,0,"Illinois",NA,NA,0.557,0.408
80,21,4,"ILLINOI","0",-0.428,-0.237,48,13,0,0.521,NA,1,0,NA,1,1,"Illinois",NA,NA,0.521,NA
80,21,5,"ILLINOI","0",-0.467,-0.196,48,13,0,0.725,0.707,1,1,1,1,1,"Illinois",NA,NA,0.697,0.687
80,21,6,"ILLINOI","0",-0.342,-0.268,48,13,0,0.705,0.52,1,1,1,1,1,"Illinois",NA,NA,0.677,0.5
80,21,7,"ILLINOI","0",0.505,-0.095,48,13,0,0.737,0.716,1,1,1,1,1,"Illinois",NA,NA,0.709,0.696
80,21,8,"ILLINOI","0",-0.492,-0.302,48,13,1,0.65,0.773,1,1,0,1,1,"Illinois",NA,NA,0.622,0.753
80,21,9,"ILLINOI","0",0.452,-0.031,48,13,0,0.554,0.487,1,-1,-1,1,1,"Illinois",NA,NA,0.582,0.467
80,21,10,"ILLINOI","0",0.567,-0.067,48,13,0,0.419,NA,1,0,-1,-1,-1,"Illinois",NA,NA,0.419,NA
80,21,11,"ILLINOI","0",0.465,-0.061,48,13,0,0.508,NA,1,0,NA,-1,-1,"Illinois",NA,NA,0.508,NA
80,21,12,"ILLINOI","0",0.597,0.114,48,13,0,0.473,NA,1,0,-1,-1,-1,"Illinois",NA,NA,0.473,NA
80,21,13,"ILLINOI","0",0.469,-0.008,48,13,0,0.32,0.353,1,-1,-1,-1,-1,"Illinois",NA,NA,0.348,0.373
80,21,14,"ILLINOI","0",0.639,0.126,48,13,0,0.317,0.251,1,-1,-1,-1,-1,"Illinois",NA,NA,0.345,0.271
80,21,15,"ILLINOI","0",0.483,-0.093,48,13,0,0.436,0.309,1,-1,-1,-1,0,"Illinois",NA,NA,0.464,0.329
80,21,16,"ILLINOI","0",0.334,-0.218,48,13,0,0.415,0.222,1,-1,-1,-1,-1,"Illinois",NA,NA,0.443,0.242
80,21,17,"ILLINOI","0",0.396,-0.054,48,13,0,0.372,0.288,1,-1,-1,-1,-1,"Illinois",NA,NA,0.4,0.308
80,21,18,"ILLINOI","0",0.511,-0.025,48,13,0,0.479,NA,1,0,-1,0,1,"Illinois",NA,NA,0.479,NA
80,21,19,"ILLINOI","0",0.38,-0.038,48,13,1,0.46,0.357,1,-1,0,-1,-1,"Illinois",NA,NA,0.488,0.377
80,21,20,"ILLINOI","0",0.382,0.049,48,13,1,0.469,0.412,1,-1,0,-1,-1,"Illinois",NA,NA,0.497,0.432
80,21,21,"ILLINOI","0",0.344,-0.15,48,13,0,0.531,NA,1,0,NA,-1,-1,"Illinois",NA,NA,0.531,NA
80,21,22,"ILLINOI","0",-0.567,-0.272,48,13,0,0.468,0.375,1,-1,-1,1,0,"Illinois",NA,NA,0.496,0.355
80,21,23,"ILLINOI","0",0.525,0.047,48,13,0,0.482,0.349,1,-1,-1,-1,-1,"Illinois",NA,NA,0.51,0.369
80,21,24,"ILLINOI","0",0.53,0.046,48,13,1,0.494,0.451,1,-1,0,-1,0,"Illinois",NA,NA,0.522,0.471
80,21,25,"ILLINOI","0",0.487,-0.106,48,13,0,0.695,0.507,1,1,1,-1,-1,"Illinois",NA,NA,0.667,0.527
80,22,1,"INDIANA","0",-0.496,-0.299,48,14,0,0.611,0.526,0,1,1,1,0,"Indiana",NA,NA,0.583,0.506
80,22,2,"INDIANA","0",0.385,-0.1,48,14,1,0.444,0.381,0,-1,0,-1,-1,"Indiana",NA,NA,0.472,0.401
80,22,3,"INDIANA","0",0.475,-0.112,48,14,1,0.522,0.437,0,-1,0,-1,0,"Indiana",NA,NA,0.55,0.457
80,22,4,"INDIANA","0",0.512,-0.016,48,14,0,0.513,0.399,0,-1,-1,-1,-1,"Indiana",NA,NA,0.541,0.419
80,22,5,"INDIANA","0",0.586,0.007,48,14,1,0.526,0.435,0,-1,0,-1,-1,"Indiana",NA,NA,0.554,0.455
80,22,6,"INDIANA","0",0.484,-0.134,48,14,0,0.498,0.421,0,0,1,-1,-1,"Indiana",NA,NA,0.498,0.441
80,22,7,"INDIANA","0",0.491,0.038,48,14,0,0.542,0.485,0,-1,-1,-1,-1,"Indiana",NA,NA,0.57,0.505
80,22,8,"INDIANA","0",0.388,-0.214,48,14,1,0.557,0.478,0,-1,0,0,1,"Indiana",NA,NA,0.585,0.478
80,22,9,"INDIANA","0",0.449,-0.046,48,14,0,0.48,0.437,0,-1,-1,-1,-1,"Indiana",NA,NA,0.508,0.457
80,22,10,"INDIANA","1",0.515,-0.114,48,14,0,0.469,0.387,0,-1,-1,-1,-1,"Indiana",NA,NA,0.497,0.407
80,22,11,"INDIANA","0",-0.095,-0.298,48,14,0,0.511,0.514,0,0,-1,1,0,"Indiana",NA,NA,0.511,0.494
80,31,1,"IOWA","0",0.387,0.057,48,15,0,0.461,0.385,0,-1,-1,-1,-1,"Iowa",NA,NA,0.489,0.405
80,31,2,"IOWA","0",0.342,-0.004,48,15,1,0.461,0.409,0,-1,0,-1,-1,"Iowa",NA,NA,0.489,0.429
80,31,3,"IOWA","0",0.5,0.149,48,15,0,0.415,0.38,0,0,NA,-1,-1,"Iowa",NA,NA,0.415,0.4
80,31,4,"IOWA","0",0.347,-0.02,48,15,1,0.483,0.416,0,-1,0,-1,0,"Iowa",NA,NA,0.511,0.436
80,31,5,"IOWA","0",0.282,-0.044,48,15,1,0.488,0.406,0,-1,0,-1,0,"Iowa",NA,NA,0.516,0.426
80,31,6,"IOWA","0",0.354,0.034,48,15,1,0.442,0.366,0,-1,0,-1,0,"Iowa",NA,NA,0.47,0.386
80,31,7,"IOWA","0",0.48,0.124,48,15,1,0.431,0.37,0,-1,0,-1,-1,"Iowa",NA,NA,0.459,0.39
80,31,8,"IOWA","0",0.345,0.031,48,15,1,0.446,0.314,0,-1,0,-1,-1,"Iowa",NA,NA,0.474,0.334
80,32,1,"KANSAS","0",0.322,-0.116,48,16,0,0.395,0.357,0,-1,-1,-1,-1,"Kansas",NA,NA,0.423,0.377
80,32,2,"KANSAS","0",0.567,0.002,48,16,0,0.481,0.412,0,-1,-1,-1,-1,"Kansas",NA,NA,0.509,0.432
80,32,3,"KANSAS","0",0.454,0.019,48,16,0,0.45,0.447,0,-1,-1,0,1,"Kansas",NA,NA,0.478,0.447
80,32,4,"KANSAS","0",0.409,-0.014,48,16,0,0.444,0.439,0,-1,-1,-1,-1,"Kansas",NA,NA,0.472,0.459
80,32,5,"KANSAS","0",0.271,0.005,48,16,0,0.35,0.374,0,-1,-1,-1,-1,"Kansas",NA,NA,0.378,0.394
80,32,6,"KANSAS","0",0.591,0.282,48,16,0,0.424,0.395,0,-1,-1,0,NA,"Kansas",NA,NA,0.452,0.395
80,51,1,"KENTUCK","0",-0.239,0.303,48,17,0,NA,0.667,0,1,1,1,1,"Kentucky",NA,NA,NA,0.647
80,51,2,"KENTUCK","1",-0.237,0.002,48,17,0,0.634,0.566,0,0,0,1,0,"Kentucky",NA,NA,0.634,0.546
80,51,3,"KENTUCK","0",0.105,-0.208,48,17,0,0.466,0.419,0,-1,-1,1,1,"Kentucky",NA,NA,0.494,0.399
80,51,4,"KENTUCK","0",-0.226,0.201,48,17,0,0.595,0.53,0,1,1,1,0,"Kentucky",NA,NA,0.567,0.51
80,51,5,"KENTUCK","0",-0.353,0.014,48,17,1,0.662,0.512,0,1,0,1,1,"Kentucky",NA,NA,0.634,0.492
80,51,6,"KENTUCK","0",-0.103,0.25,48,17,0,0.607,0.55,0,0,-1,1,1,"Kentucky",NA,NA,0.607,0.53
80,51,7,"KENTUCK","0",0.092,-0.233,48,17,1,0.605,0.406,0,-1,0,1,1,"Kentucky",NA,NA,0.633,0.386
80,51,8,"KENTUCK","0",-0.315,0.146,48,17,0,0.605,0.526,0,1,1,1,1,"Kentucky",NA,NA,0.577,0.506
80,51,9,"KENTUCK","1",0.529,-0.162,48,17,0,NA,NA,0,0,-1,-1,-1,"Kentucky",NA,NA,NA,NA
80,45,1,"LOUISIA","0",-0.067,0.255,48,18,0,NA,0.918,0,1,1,1,1,"Louisian",NA,NA,NA,0.898
80,45,2,"LOUISIA","0",-0.206,0.21,48,18,0,NA,0.907,0,1,1,0,-1,"Louisian",NA,NA,NA,0.907
80,45,3,"LOUISIA","0",0.053,0.289,48,18,0,0.664,NA,0,0,NA,1,1,"Louisian",NA,NA,0.664,NA
80,45,4,"LOUISIA","0",-0.124,0.288,48,18,0,NA,NA,0,1,1,1,1,"Louisian",NA,NA,NA,NA
80,45,5,"LOUISIA","0",0.072,0.524,48,18,0,NA,NA,0,1,1,0,NA,"Louisian",NA,NA,NA,NA
80,45,6,"LOUISIA","0",-0.151,0.184,48,18,0,NA,NA,0,1,1,1,1,"Louisian",NA,NA,NA,NA
80,45,7,"LOUISIA","0",-0.012,0.29,48,18,0,NA,NA,0,1,1,1,1,"Louisian",NA,NA,NA,NA
80,45,8,"LOUISIA","0",-0.069,0.317,48,18,0,NA,NA,0,1,1,1,1,"Louisian",NA,NA,NA,NA
80,2,1,"MAINE","0",0.244,-0.134,48,19,0,0.375,0.404,0,-1,-1,-1,-1,"Maine",NA,NA,0.403,0.424
80,2,2,"MAINE","0",0.115,-0.466,48,19,0,0.328,0.393,0,0,-1,-1,-1,"Maine",NA,NA,0.328,0.413
80,2,3,"MAINE","0",0.436,0.029,48,19,0,0.291,0.271,0,-1,-1,-1,-1,"Maine",NA,NA,0.319,0.291
80,52,1,"MARYLAN","0",0.45,-0.075,48,20,0,0.476,0.491,0,-1,-1,1,1,"Maryland",NA,NA,0.504,0.471
80,52,2,"MARYLAN","0",-0.001,0.055,48,20,0,0.565,0.524,0,0,0,0,0,"Maryland",NA,NA,0.565,0.524
80,52,3,"MARYLAN","1",-0.201,-0.021,48,20,1,0.71,0.639,0,1,0,1,1,"Maryland",NA,NA,0.682,0.619
80,52,4,"MARYLAN","0",-0.069,-0.083,48,20,0,0.646,0.572,0,1,1,1,1,"Maryland",NA,NA,0.618,0.552
80,52,5,"MARYLAN","0",-0.195,-0.034,48,20,0,0.597,0.582,0,1,1,1,1,"Maryland",NA,NA,0.569,0.562
80,52,6,"MARYLAN","0",0.331,-0.279,48,20,0,0.447,0.419,0,-1,-1,-1,-1,"Maryland",NA,NA,0.475,0.439
80,3,1,"MASSACH","0",0.133,-0.369,48,21,0,0.428,0.439,0,-1,-1,-1,-1,"Massachu",NA,NA,0.456,0.459
80,3,2,"MASSACH","0",0.211,-0.273,48,21,0,0.549,0.486,0,-1,-1,-1,-1,"Massachu",NA,NA,0.577,0.506
80,3,3,"MASSACH","0",-0.122,-0.144,48,21,0,0.739,0.622,0,1,1,1,1,"Massachu",NA,NA,0.711,0.602
80,3,4,"MASSACH","0",-0.23,-0.213,48,21,0,0.592,0.505,0,1,1,-1,0,"Massachu",NA,NA,0.564,0.525
80,3,5,"MASSACH","0",0.213,-0.234,48,21,0,NA,0.281,0,-1,-1,-1,-1,"Massachu",NA,NA,NA,0.301
80,3,6,"MASSACH","0",0.301,-0.196,48,21,0,NA,0.298,0,-1,-1,-1,-1,"Massachu",NA,NA,NA,0.318
80,3,7,"MASSACH","0",-0.295,-0.207,48,21,0,0.792,0.617,0,1,1,1,0,"Massachu",NA,NA,0.764,0.597
80,3,8,"MASSACH","0",0.443,-0.217,48,21,0,0.49,0.365,0,-1,-1,-1,-1,"Massachu",NA,NA,0.518,0.385
80,3,9,"MASSACH","1",0.369,-0.045,48,21,0,0.433,0.383,0,-1,-1,-1,-1,"Massachu",NA,NA,0.461,0.403
80,3,10,"MASSACH","0",0.243,-0.314,48,21,0,0.305,0.36,0,-1,-1,-1,-1,"Massachu",NA,NA,0.333,0.38
80,3,11,"MASSACH","0",-0.376,-0.101,48,21,0,NA,0.719,0,1,1,0,NA,"Massachu",NA,NA,NA,0.719
80,3,12,"MASSACH","0",-0.376,-0.088,48,21,0,NA,NA,0,1,1,1,1,"Massachu",NA,NA,NA,NA
80,3,13,"MASSACH","0",0.337,-0.302,48,21,0,0.434,0.325,0,-1,-1,-1,-1,"Massachu",NA,NA,0.462,0.345
80,3,14,"MASSACH","0",0,0,48,21,0,0.386,0.364,0,-1,-1,-1,-1,"Massachu",NA,NA,0.414,0.384
80,23,1,"MICHIGA","0",-0.469,-0.379,48,22,1,0.838,0.666,0,1,0,1,0,"Michigan",NA,NA,0.81,0.646
80,23,2,"MICHIGA","0",0.357,-0.115,48,22,0,0.435,0.282,0,-1,-1,-1,-1,"Michigan",NA,NA,0.463,0.302
80,23,3,"MICHIGA","0",0.54,0.063,48,22,0,0.394,0.303,0,-1,-1,-1,-1,"Michigan",NA,NA,0.422,0.323
80,23,4,"MICHIGA","0",0.645,0.184,48,22,0,0.34,0.268,0,-1,-1,-1,-1,"Michigan",NA,NA,0.368,0.288
80,23,5,"MICHIGA","0",0.423,-0.101,48,22,0,0.388,0.284,0,0,NA,-1,-1,"Michigan",NA,NA,0.388,0.304
80,23,6,"MICHIGA","0",0.363,-0.126,48,22,0,0.497,0.423,0,-1,-1,-1,-1,"Michigan",NA,NA,0.525,0.443
80,23,7,"MICHIGA","0",0.422,-0.142,48,22,0,0.406,0.252,0,-1,-1,-1,-1,"Michigan",NA,NA,0.434,0.272
80,23,8,"MICHIGA","0",0.489,0.125,48,22,0,0.377,0.267,0,-1,-1,-1,-1,"Michigan",NA,NA,0.405,0.287
80,23,9,"MICHIGA","0",0.231,-0.338,48,22,0,0.409,0.278,0,-1,-1,-1,-1,"Michigan",NA,NA,0.437,0.298
80,23,10,"MICHIGA","0",0.605,0.004,48,22,0,0.36,0.283,0,-1,-1,-1,-1,"Michigan",NA,NA,0.388,0.303
80,23,11,"MICHIGA","1",0.651,0.122,48,22,0,0.359,0.34,0,0,1,-1,-1,"Michigan",NA,NA,0.359,0.36
80,23,12,"MICHIGA","0",0.252,-0.047,48,22,0,0.431,0.454,0,-1,-1,1,0,"Michigan",NA,NA,0.459,0.434
80,23,13,"MICHIGA","0",0.345,-0.214,48,22,1,0.628,0.472,0,-1,0,1,1,"Michigan",NA,NA,0.656,0.452
80,23,14,"MICHIGA","0",0.521,0.053,48,22,1,0.572,0.467,0,-1,0,1,1,"Michigan",NA,NA,0.6,0.447
80,23,15,"MICHIGA","0",-0.508,-0.248,48,22,1,0.653,0.523,0,1,0,1,1,"Michigan",NA,NA,0.625,0.503
80,23,16,"MICHIGA","0",-0.491,-0.353,48,22,0,0.629,0.529,0,1,1,1,0,"Michigan",NA,NA,0.601,0.509
80,23,17,"MICHIGA","0",0.441,-0.049,48,22,0,0.47,0.349,0,-1,-1,-1,-1,"Michigan",NA,NA,0.498,0.369
80,33,1,"MINNESO","0",0.405,0.048,48,23,0,0.386,0.316,0,-1,-1,-1,-1,"Minnesot",NA,NA,0.414,0.336
80,33,2,"MINNESO","0",0.431,0.146,48,23,0,0.361,0.24,0,-1,-1,-1,-1,"Minnesot",NA,NA,0.389,0.26
80,33,3,"MINNESO","0",0.2,-0.252,48,23,1,0.546,0.485,0,-1,0,0,0,"Minnesot",NA,NA,0.574,0.485
80,33,4,"MINNESO","0",0.186,-0.435,48,23,0,0.594,0.479,0,-1,-1,1,0,"Minnesot",NA,NA,0.622,0.459
80,33,5,"MINNESO","0",0.148,-0.235,48,23,0,0.46,0.417,0,-1,-1,-1,-1,"Minnesot",NA,NA,0.488,0.437
80,33,6,"MINNESO","0",0.482,0.099,48,23,0,0.517,0.426,0,-1,-1,-1,-1,"Minnesot",NA,NA,0.545,0.446
80,33,7,"MINNESO","0",0.348,0.073,48,23,0,0.475,0.346,0,-1,-1,-1,0,"Minnesot",NA,NA,0.503,0.366
80,33,8,"MINNESO","0",-0.585,-0.172,48,23,1,0.666,0.577,0,1,0,-1,0,"Minnesot",NA,NA,0.638,0.597
80,33,9,"MINNESO","0",0.159,-0.057,48,23,0,0.454,0.361,0,-1,-1,-1,-1,"Minnesot",NA,NA,0.482,0.381
80,46,1,"MISSISS","0",0.121,0.469,48,24,0,NA,NA,0,1,1,1,1,"Mississi",NA,NA,NA,NA
80,46,2,"MISSISS","0",0.223,0.656,48,24,0,NA,NA,0,1,1,1,1,"Mississi",NA,NA,NA,NA
80,46,3,"MISSISS","0",-0.042,0.434,48,24,0,NA,NA,0,1,1,1,1,"Mississi",NA,NA,NA,NA
80,46,4,"MISSISS","0",0.042,0.612,48,24,0,NA,NA,0,1,1,1,1,"Mississi",NA,NA,NA,NA
80,46,5,"MISSISS","0",0.016,0.549,48,24,0,NA,NA,0,1,1,1,1,"Mississi",NA,NA,NA,NA
80,46,6,"MISSISS","0",0.012,0.377,48,24,0,NA,NA,0,1,1,1,1,"Mississi",NA,NA,NA,NA
80,46,7,"MISSISS","0",0.054,0.533,48,24,0,NA,NA,0,1,1,0,1,"Mississi",NA,NA,NA,NA
80,34,1,"MISSOUR","0",0.499,0.173,48,25,0,0.576,0.497,0,-1,-1,-1,-1,"Missouri",NA,NA,0.604,0.517
80,34,2,"MISSOUR","0",0.561,0.496,48,25,1,0.567,0.489,0,-1,0,-1,-1,"Missouri",NA,NA,0.595,0.509
80,34,3,"MISSOUR","0",0.489,0.1,48,25,1,0.571,0.472,0,-1,0,-1,-1,"Missouri",NA,NA,0.599,0.492
80,34,4,"MISSOUR","0",0.007,0.37,48,25,0,0.641,0.551,0,0,NA,1,1,"Missouri",NA,NA,0.641,0.531
80,34,5,"MISSOUR","0",0.392,-0.165,48,25,0,0.559,0.463,0,-1,-1,0,NA,"Missouri",NA,NA,0.587,0.463
80,34,6,"MISSOUR","0",0.453,0.156,48,25,0,0.514,0.414,0,-1,-1,-1,-1,"Missouri",NA,NA,0.542,0.434
80,34,7,"MISSOUR","0",0.49,0.144,48,25,0,0.46,0.346,0,-1,-1,-1,-1,"Missouri",NA,NA,0.488,0.366
80,34,8,"MISSOUR","0",0.621,0.311,48,25,1,0.572,0.489,0,-1,0,1,0,"Missouri",NA,NA,0.6,0.469
80,34,9,"MISSOUR","0",-0.162,0.112,48,25,0,0.617,0.539,0,1,1,1,0,"Missouri",NA,NA,0.589,0.519
80,34,10,"MISSOUR","0",-0.161,0.197,48,25,0,0.716,0.606,0,0,1,1,1,"Missouri",NA,NA,0.716,0.586
80,34,11,"MISSOUR","0",0.091,-0.439,48,25,1,0.658,0.492,0,-1,0,1,0,"Missouri",NA,NA,0.686,0.472
